"65","Химки","Khimki","Хи","Kh","3001"
"67","Калининград","Kaliningrad","Ка","Ka","3002"
"69","Новотроицк","Novotroick","Но","No","3003"
"70","Иркутск","Irkutsk","Ир","Ir","3007"
"71","Краснодар","Krasnodar","Кр","Kr","3004"
"72","Соликамск","Solikamsk","Со","So","3003"
"74","Зеленодольск","Zelenodolsk","Зе","Ze","3003"
"75","Братск","Bratsk","Бр","Br","3007"
"77","Ханты-Мансийск","Khanty-Mansijsk","ХМ","KM","3006"
"78","Иваново","Ivanovo","Ив","Iv","3001"
"79","Переславль-Залесский","Pereslavl-Zalesskij","ПЗ","PZ","3001"
"80","Серов","Serov","Се","Se","3006"
"81","Пятигорск","Pjatigorsk","Пя","Pj","3005"
"82","Березовский","Berezovskij","Бе","Be","3007"
"83","Новокузнецк","Novokuzneck","Но","No","3007"
"84","Домодедово","Domodedovo","Дм","Dm","3001"
"85","Серпухов","Serpukhov","Се","Se","3001"
"86","Анапа","Anapa","Ан","An","3004"
"88","Фрязино","Frjazino","Фр","Fr","3001"
"90","Подольск","Podolsk","По","Po","3001"
"91","Ковров","Kovrov","Ко","Ko","3001"
"92","Бийск","Bijsk","Би","Bi","3007"
"93","Чебоксары","Cheboxary","Че","Ch","3003"
"94","Сыктывкар","Syktyvkar","Сы","Sy","3002"
"95","Набережные Челны","Naberezhnye Chelny","НЧ","NC","3003"
"96","Котлас","Kotlas","Ко","Ko","3002"
"97","Сегежа","Segezha","Се","Se","3002"
"98","Долгопрудный","Dolgoprudnyj","До","Do","3001"
"99","Колтуши","Koltushi","Ко","Ko","3002"
"100","Рыбинск","Rybinsk","Ры","Ry","3001"
"101","Таганрог","Taganrog","Та","Ta","3004"
"102","Тольятти","Toljatti","То","To","3003"
"103","Коломна","Kolomna","Кл","Kl","3001"
"104","Благовещенск","Blagoveshchensk","Бл","Bl","3008"
"105","Одинцово","Odincovo","Од","Od","3001"
"106","Комсомольск-на-Амуре","Komsomolsk-na-Amure","КА","KA","3008"
"107","Сергиев Посад","Sergiev Posad","СП","SP","3001"
"108","Великий Новгород","Velikij Novgorod","ВН","VN","3002"
"109","Троицк","Troick","Тр","Tr","3001"
"110","Октябрьский","Oktjabrskij","Ок","Ok","3003"
"111","Усть-Илимск","Ust-Ilimsk","УИ","UI","3007"
"112","Бердск","Berdsk","Бе","Be","3007"
"113","Абакан","Abakan","Аб","Ab","3007"
"114","Гатчина","Gatchina","Га","Ga","3002"
"115","Курган","Kurgan","Ку","Ku","3006"
"116","Боровичи","Borovichi","Бо","Bo","3002"
"117","Щигры","Shchigry","Щи","Sh","3001"
"118","Чехов","Chekhov","Че","Ch","3008"
"119","Азов","Azov","Аз","Az","3004"
"121","Нижний Тагил","Nizhnij Tagil","НТ","NT","3006"
"122","Радужный","Raduzhnyj","Ра","Ra","3001"
"123","Великие Луки","Velikie Luki","ВЛ","VL","3002"
"124","Новомосковск","Novomoskovsk","Но","No","3001"
"125","Стерлитамак","Sterlitamak","Ст","St","3003"
"126","Зеленогорск","Zelenogorsk","Зе","Ze","3007"
"127","Старая Купавна","Staraja Kupavna","СК","SK","3001"
"128","Шахты","Shakhty","Ша","Sh","3004"
"131","Лосино-Петровский","Losino-Petrovskij","ЛП","LP","3001"
"132","Злынка","Zlynka","Зл","Zl","3001"
"133","Пушкино","Pushkino","Пу","Pu","3001"
"134","Асбест","Asbest","Ас","As","3006"
"135","Прокопьевск","Prokopjevsk","Пр","Pr","3007"
"137","Белгород","Belgorod","Бе","Be","3001"
"139","Ульяновск","Uljanovsk","Ул","Ul","3003"
"140","Димитровград","Dimitrovgrad","Ди","Di","3003"
"141","Йошкар-Ола","Joshkar-Ola","ЙО","JO","3003"
"143","Волжский","Volzhskij","Вл","Vl","3004"
"144","Воркута","Vorkuta","Во","Vo","3002"
"145","Нягань","Njagan","Ня","Nj","3006"
"146","Тамбов","Tambov","Та","Ta","3001"
"147","Алапаевск","Alapaevsk","Ал","Al","3006"
"148","Нижнекамск","Nizhnekamsk","Ни","Ni","3003"
"149","Новочеркасск","Novocherkassk","Но","No","3004"
"150","Батайск","Batajsk","Ба","Ba","3004"
"151","Видное","Vidnoe","Ви","Vi","3001"
"152","Балаково","Balakovo","Ба","Ba","3003"
"153","Краснотурьинск","Krasnoturinsk","Кр","Kr","3006"
"155","Тюмень","Tjumen","Тю","Tj","3006"
"156","Верхний Уфалей","Verkhnij Ufalej","ВУ","VU","3006"
"157","Череповец","Cherepovec","Че","Ch","3002"
"158","Снежинск","Snezhinsk","Сн","Sn","3006"
"159","Новоуральск","Novouralsk","Но","No","3006"
"162","Всеволожск","Vsevolozhsk","Вс","Vs","3002"
"164","Чердынцево","Cherdyncevo","Че","Ch","3006"
"165","Щербинка","Shcherbinka","Ще","Sh","3001"
"168","Владимир","Vladimir","Вл","Vl","3001"
"172","Северодвинск","Severodvinsk","Се","Se","3002"
"174","Липецк","Lipeck","Ли","Li","3001"
"177","Чайковский","Chajkovskij","Ча","Ch","3003"
"180","Новозыбков","Novozybkov","Но","No","3001"
"181","Кольцово","Kolcovo","Ко","Ko","3007"
"182","Можга","Mozhga","Мо","Mo","3003"
"183","Орёл","Orjol","Ор","Or","3001"
"186","Тула","Tula","Ту","Tu","3001"
"187","Мурманск","Murmansk","Му","Mu","3002"
"190","Волгодонск","Volgodonsk","Во","Vo","3004"
"192","Рязань","Rjazan","Ря","Rj","3001"
"193","Верхняя Пышма","Verkhnjaja Pyshma","ВП","VP","3006"
"194","Новодвинск","Novodvinsk","Но","No","3002"
"196","Ивантеевка","Ivanteevka","Ив","Iv","3001"
"197","Вологда","Vologda","Во","Vo","3002"
"198","Арзамас","Arzamas","Ар","Ar","3003"
"199","Борисоглебск","Borisoglebsk","Бг","Br","3001"
"200","Оса","Osa","Ос","Os","3003"
"201","Железнодорожный","Zheleznodorozhnyj","Же","Zd","3001"
"205","Электросталь","Elektrostal","Эл","El","3001"
"207","Красногорск","Krasnogorsk","Кг","Kg","3001"
"210","Каменск-Уральский","Kamensk-Uralski","КУ","KU","3006"
"212","Клин","Klin","Кн","Kn","3001"
"213","Кунгур","Kungur","Ку","Ku","3003"
"250","Москва","Moskva","МР","MR","3001"
"251","Санкт-Петербург","Sankt-Peterburg","СР","SR","3002"
"252","Севастополь","Sevastopol","СР","SR","3004"
"1001","Майкоп","Majkop","Ма","Ma","3004"
"1002","Адыгейск","Adygejsk","Ад","Ad","3004"
"1003","Башкортостан","Bashkortostan","БР","BR","3003"
"1005","Агидель","Agidel","Аг","Ag","3003"
"1006","Нефтекамск","Neftekamsk","Не","Ne","3003"
"1008","Салават","Salavat","Са","Sa","3003"
"1009","Сибай","Sibaj","Си","Si","3003"
"1010","Кумертау","Kumertau","Ку","Ku","3003"
"1011","Межгорье","Mezhgorje","Ме","Me","3003"
"1013","Баймак","Bajmak","Ба","Ba","3003"
"1014","Белебей","Belebej","Бе","Be","3003"
"1015","Белорецк","Beloreck","Бл","Bl","3003"
"1016","Бирск","Birsk","Би","Bi","3003"
"1018","Ишимбай","Ishimbaj","Иш","Is","3003"
"1019","Мелеуз","Meleuz","Мл","Ml","3003"
"1020","Туймазы","Tujmazy","Ту","Tu","3003"
"1021","Учалы","Uchaly","Уч","Uc","3003"
"1022","Янаул","Janaul","Ян","Ja","3003"
"1023","Давлеканово","Davlekanovo","Да","Da","3003"
"1024","Дюртюли","Djurtjuli","Дю","Dj","3003"
"1025","Бурятия","Burjatia","БР","BR","3007"
"1027","Северобайкальск","Severobajkalsk","Се","Se","3007"
"1028","Закаменск","Zakamensk","За","Za","3007"
"1029","Бабушкин","Babushkin","Ба","Ba","3007"
"1030","Кяхта","Kjakhta","Кя","Kj","3007"
"1031","Гусиноозерск","Gusinoozersk","Гу","Gu","3007"
"1032","Алтай","Altaj","АР","AR","3007"
"1033","Горно-Алтайск","Gorno-Altajsk","ГА","GA","3007"
"1034","Дагестан","Dagestan","ДР","DR","3005"
"1035","Махачкала","Makhachkala","Ма","Ma","3005"
"1036","Дагестанские Огни","Dagestanskie Ogni","ДО","DO","3005"
"1037","Избербаш","Izberbash","Из","Iz","3005"
"1038","Каспийск","Kaspijsk","Ка","Ka","3005"
"1039","Южно-Сухокумск","Juzhno-Sukhokumsk","ЮС","JS","3005"
"1040","Дербент","Derbent","Де","De","3005"
"1041","Кизилюрт","Kiziljurt","Ки","Ki","3005"
"1042","Кизляр","Kizljar","Кз","Kz","3005"
"1043","Хасавюрт","Khasavjurt","Ха","Kh","3005"
"1044","Буйнакск","Bujnaxk","Бу","Bu","3005"
"1045","Ингушетия","Ingushetia","ИР","IR","3005"
"1046","Магас","Magas","Ма","Ma","3005"
"1047","Карабулак","Karabulak","Ка","Ka","3005"
"1048","Назрань","Nazran","На","Na","3005"
"1049","Малгобек","Malgobek","Мл","Ml","3005"
"1050","Кабардино-Балкарская","Kabardino-Balkarskaja","КБ","KB","3005"
"1051","Нальчик","Nalchik","На","Na","3005"
"1052","Прохладный","Prokhladnyj","Пр","Pr","3005"
"1053","Баксан","Baxan","Ба","Ba","3005"
"1054","Майский","Majskij","Ма","Ma","3005"
"1055","Терек","Terek","Те","Te","3005"
"1056","Нарткала","Nartkala","Нр","Nr","3005"
"1057","Чегем","Chegem","Че","Ch","3005"
"1058","Тырныауз","Tyrnyauz","Ты","Ty","3005"
"1059","Калмыкия","Kalmykia","КР","KR","3004"
"1060","Элиста","Elista","Эл","El","3004"
"1061","Городовиковск","Gorodovikovsk","Го","Go","3004"
"1062","Лагань","Lagan","Ла","La","3004"
"1063","Карачаево-Черкесская","Karachaevo-Cherkesskaja","КЧ","KC","3005"
"1064","Черкесск","Cherkessk","Че","Ch","3005"
"1065","Карачаевск","Karachaevsk","Ка","Ka","3005"
"1066","Теберда","Teberda","Те","Te","3005"
"1067","Усть-Джегута","Ust-Dzheguta","УД","UD","3005"
"1068","Карелия","Karelia","КР","KR","3002"
"1070","Костомукша","Kostomuksha","Ко","Ko","3002"
"1071","Сортавала","Sortavala","Со","So","3002"
"1072","Беломорск","Belomorsk","Бе","Be","3002"
"1073","Кемь","Kem","Ке","Ke","3002"
"1074","Кондопога","Kondopoga","Кн","Kn","3002"
"1075","Лахденпохья","Lakhdenpokhja","Ла","La","3002"
"1076","Медвежьегорск","Medvezhjegorsk","Ме","Me","3002"
"1077","Олонец","Olonec","Ол","Ol","3002"
"1078","Питкяранта","Pitkjaranta","Пт","Pt","3002"
"1079","Пудож","Pudozh","Пу","Pu","3002"
"1081","Суоярви","Suojarvi","Су","Su","3002"
"1082","Коми","Komi","КР","KR","3002"
"1085","Вуктыл","Vuktyl","Ву","Vu","3002"
"1086","Инта","Inta","Ин","In","3002"
"1087","Печора","Pechora","Пе","Pe","3002"
"1088","Сосногорск","Sosnogorsk","Со","So","3002"
"1089","Усинск","Usinsk","Ус","Us","3002"
"1090","Ухта","Ukhta","Ух","Uk","3002"
"1091","Емва","Emva","Ем","Em","3002"
"1092","Микунь","Mikun","Ми","Mi","3002"
"1093","Марий Эл","Marij El","МЭ","ME","3003"
"1095","Волжск","Volzhsk","Во","Vo","3003"
"1096","Козьмодемьянск","Kozmodemjansk","Ко","Ko","3003"
"1097","Звенигово","Zvenigovo","Зв","Zv","3003"
"1098","Мордовия","Mordovia","МР","MR","3003"
"1099","Саранск","Saransk","Са","Sa","3003"
"1100","Ардатов","Ardatov","Ар","Ar","3003"
"1101","Инсар","Insar","Ин","In","3003"
"1102","Ковылкино","Kovylkino","Ко","Ko","3003"
"1103","Краснослободск","Krasnoslobodsk","Кр","Kr","3003"
"1104","Рузаевка","Ruzaevka","Ру","Ru","3003"
"1105","Темников","Temnikov","Те","Te","3003"
"1106","Саха /Якутия/","Sakha /Jakutia/","СЯ","SJ","3008"
"1108","Нерюнгри","Nerjungri","Не","Ne","3008"
"1109","Алдан","Aldan","Ал","Al","3008"
"1110","Томмот","Tommot","То","To","3008"
"1111","Верхоянск","Verkhojansk","Ве","Ve","3008"
"1112","Вилюйск","Viljujsk","Ви","Vi","3008"
"1113","Ленск","Lensk","Ле","Le","3008"
"1114","Мирный","Mirnyj","Ми","Mi","3008"
"1115","Удачный","Udachnyj","Уд","Ud","3008"
"1116","Нюрба","Njurba","Ню","Nj","3008"
"1117","Олекминск","Olekminsk","Ол","Ol","3008"
"1118","Среднеколымск","Srednekolymsk","Ср","Sr","3008"
"1119","Покровск","Pokrovsk","По","Po","3008"
"1120","Северная Осетия - Алания","Severnaja Osetia - Alania","СО","SO","3005"
"1121","Владикавказ","Vladikavkaz","Вл","Vl","3005"
"1122","Алагир","Alagir","Ал","Al","3005"
"1123","Ардон","Ardon","Ар","Ar","3005"
"1124","Дигора","Digora","Ди","Di","3005"
"1125","Моздок","Mozdok","Мо","Mo","3005"
"1126","Беслан","Beslan","Бе","Be","3005"
"1127","Татарстан","Tatarstan","ТР","TR","3003"
"1130","Агрыз","Agryz","Аг","Ag","3003"
"1131","Азнакаево","Aznakaevo","Ан","An","3003"
"1133","Арск","Arsk","Ар","Ar","3003"
"1134","Бавлы","Bavly","Ба","Ba","3003"
"1135","Бугульма","Bugulma","Бг","Bg","3003"
"1136","Буинск","Buinsk","Би","Bi","3003"
"1137","Елабуга","Elabuga","Ел","El","3003"
"1138","Заинск","Zainsk","За","Za","3003"
"1140","Лаишево","Laishevo","Ла","La","3003"
"1141","Лениногорск","Leninogorsk","Ле","Le","3003"
"1142","Мамадыш","Mamadysh","Ма","Ma","3003"
"1143","Менделеевск","Mendeleevsk","Ме","Me","3003"
"1144","Мензелинск","Menzelinsk","Мн","Mn","3003"
"1146","Нурлат","Nurlat","Ну","Nu","3003"
"1148","Тетюши","Tetjushi","Те","Te","3003"
"1149","Чистополь","Chistopol","Чи","Ch","3003"
"1150","Тыва","Tyva","ТР","TR","3007"
"1151","Кызыл","Kyzyl","Кы","Ky","3007"
"1152","Ак-Довурак","Ak-Dovurak","АД","AD","3007"
"1153","Чадан","Chadan","Ча","Ch","3007"
"1154","Туран","Turan","Ту","Tu","3007"
"1155","Шагонар","Shagonar","Ша","Sh","3007"
"1156","Удмуртская","Udmurtskaja","УР","UR","3003"
"1158","Сарапул","Sarapul","Са","Sa","3003"
"1160","Глазов","Glazov","Гл","Gl","3003"
"1162","Камбарка","Kambarka","Ка","Ka","3003"
"1163","Хакасия","Khakasia","ХР","KR","3007"
"1165","Саяногорск","Sajanogorsk","Са","Sa","3007"
"1166","Черногорск","Chernogorsk","Че","Ch","3007"
"1167","Абаза","Abaza","Аа","Aa","3007"
"1168","Сорск","Sorsk","Со","So","3007"
"1169","Чеченская","Chechenskaja","ЧР","CR","3005"
"1170","Грозный","Groznyj","Гр","Gr","3005"
"1171","Аргун","Argun","Ар","Ar","3005"
"1172","Гудермес","Gudermes","Гу","Gu","3005"
"1173","Урус-Мартан","Urus-Martan","УМ","UM","3005"
"1174","Шали","Shali","Ша","Sh","3005"
"1175","Чувашия","Chuvashia","ЧР","CR","3003"
"1177","Алатырь","Alatyr","Ал","Al","3003"
"1178","Канаш","Kanash","Ка","Ka","3003"
"1179","Новочебоксарск","Novocheboxarsk","Но","No","3003"
"1180","Шумерля","Shumerlja","Шу","Sh","3003"
"1181","Козловка","Kozlovka","Ко","Ko","3003"
"1182","Мариинский Посад","Mariinskij Posad","МП","MP","3003"
"1183","Цивильск","Tsivilsk","Ци","Ts","3003"
"1184","Ядрин","Jadrin","Яд","Ja","3003"
"1185","Алтайский","Altajskij","АК","AK","3007"
"1187","Алейск","Alejsk","Ал","Al","3007"
"1188","Белокуриха","Belokurikha","Бе","Be","3007"
"1190","Камень-на-Оби","Kamen-na-Obi","КО","KO","3007"
"1191","Новоалтайск","Novoaltajsk","Но","No","3007"
"1192","Рубцовск","Rubcovsk","Ру","Ru","3007"
"1193","Славгород","Slavgorod","Сл","Sl","3007"
"1194","Заринск","Zarinsk","За","Za","3007"
"1195","Яровое","Jarovoe","Яр","Ja","3007"
"1196","Змеиногорск","Zmeinogorsk","Зм","Zm","3007"
"1197","Горняк","Gornjak","Го","Go","3007"
"1198","Краснодарский","Krasnodarskij","КК","KK","3004"
"1200","Армавир","Armavir","Ар","Ar","3004"
"1201","Геленджик","Gelendzhik","Ге","Ge","3004"
"1202","Горячий Ключ","Gorjachij Kljuch","ГК","GK","3004"
"1203","Новороссийск","Novorossijsk","Но","No","3004"
"1205","Абинск","Abinsk","Аб","Ab","3004"
"1207","Апшеронск","Apsheronsk","Ап","Ap","3004"
"1208","Хадыженск","Khadyzhensk","Ха","Kh","3004"
"1209","Белореченск","Belorechensk","Бе","Be","3004"
"1210","Гулькевичи","Gulkevichi","Гу","Gu","3004"
"1211","Ейск","Ejsk","Ей","Ej","3004"
"1212","Кропоткин","Kropotkin","Кп","Kp","3004"
"1213","Кореновск","Korenovsk","Ко","Ko","3004"
"1214","Крымск","Krymsk","Кы","Kу","3004"
"1215","Курганинск","Kurganinsk","Ку","Ku","3004"
"1216","Лабинск","Labinsk","Ла","La","3004"
"1217","Новокубанск","Novokubansk","Нв","Nv","3004"
"1218","Приморско-Ахтарск","Primorsko-Akhtarsk","ПА","PA","3004"
"1219","Славянск-на-Кубани","Slavjansk-na-Kubani","СК","SK","3004"
"1220","Темрюк","Temrjuk","Те","Te","3004"
"1221","Тимашевск","Timashevsk","Тм","Tm","3004"
"1222","Тихорецк","Tikhoreck","Ти","Ti","3004"
"1223","Туапсе","Tuapse","Ту","Tu","3004"
"1224","Усть-Лабинск","Ust-Labinsk","УЛ","UL","3004"
"1225","Красноярский","Krasnojarskij","КК","KK","3007"
"1227","Бородино","Borodino","Бо","Bo","3007"
"1228","Дивногорск","Divnogorsk","Ди","Di","3007"
"1229","Железногорск","Zheleznogorsk","Же","Zh","3007"
"1232","Кайеркан","Kajerkan","Ка","Ka","3007"
"1233","Лесосибирск","Lesosibirsk","Ле","Le","3007"
"1234","Норильск","Norilsk","Но","No","3007"
"1235","Сосновоборск","Sosnovoborsk","Со","So","3007"
"1236","Талнах","Talnakh","Та","Ta","3007"
"1237","Ачинск","Achinsk","Ач","Ac","3007"
"1238","Боготол","Bogotol","Бг","Bg","3007"
"1239","Енисейск","Enisejsk","Ен","En","3007"
"1241","Канск","Kansk","Кн","Kn","3007"
"1242","Минусинск","Minusinsk","Ми","Mi","3007"
"1243","Назарово","Nazarovo","На","Na","3007"
"1244","Шарыпово","Sharypovo","Ша","Sh","3007"
"1248","Иланский","Ilanskij","Ил","Il","3007"
"1249","Кодинск","Kodinsk","Ко","Ko","3007"
"1250","Артемовск","Artemovsk","Ар","Ar","3007"
"1254","Заозерный","Zaozernyj","За","Za","3007"
"1255","Игарка","Igarka","Иг","Ig","3007"
"1256","Ужур","Uzhur","Уж","Uz","3007"
"1257","Уяр","Ujar","Уя","Uj","3007"
"1259","Таймырский","Tajmyrskij","ТА","TA","3007"
"1260","Дудинка","Dudinka","Ду","Du","3007"
"1261","Приморский","Primorskij","ПК","PK","3008"
"1263","Арсеньев","Arsenjev","Ар","Ar","3008"
"1264","Артем","Artem","Ат","At","3008"
"1265","Находка","Nakhodka","На","Na","3008"
"1266","Партизанск","Partizansk","Па","Pa","3008"
"1267","Фокино","Fokino","Фо","Fo","3008"
"1268","Большой Камень","Bolshoj Kamen","БК","BK","3008"
"1269","Дальнегорск","Dalnegorsk","Да","Da","3008"
"1270","Дальнереченск","Dalnerechensk","Дл","Dl","3008"
"1271","Спасск-Дальний","Spassk-Dalnij","СД","SD","3008"
"1272","Уссурийск","Ussurijsk","Ус","Us","3008"
"1273","Лесозаводск","Lesozavodsk","Ле","Le","3008"
"1274","Ставропольский","Stavropolskij","СК","SK","3005"
"1275","Ставрополь","Stavropol","Ст","St","3005"
"1276","Ессентуки","Essentuki","Ес","Es","3005"
"1277","Железноводск","Zheleznovodsk","Же","Zh","3005"
"1278","Кисловодск","Kislovodsk","Ки","Ki","3005"
"1279","Лермонтов","Lermontov","Ле","Le","3005"
"1280","Невинномысск","Nevinnomyssk","Не","Ne","3005"
"1282","Георгиевск","Georgievsk","Ге","Ge","3005"
"1283","Минеральные Воды","Mineralnye Vody","МВ","MV","3005"
"1284","Благодарный","Blagodarnyj","Бл","Bl","3005"
"1285","Буденновск","Budennovsk","Бу","Bu","3005"
"1286","Изобильный","Izobilnyj","Из","Iz","3005"
"1287","Ипатово","Ipatovo","Ип","Ip","3005"
"1288","Новопавловск","Novopavlovsk","Но","No","3005"
"1289","Нефтекумск","Neftekumsk","Нф","Nf","3005"
"1290","Новоалександровск","Novoalexandrovsk","Нв","Nv","3005"
"1291","Светлоград","Svetlograd","Св","Sv","3005"
"1292","Зеленокумск","Zelenokumsk","Зе","Ze","3005"
"1293","Михайловск","Mikhajlovsk","Ми","Mi","3005"
"1294","Хабаровский","Khabarovskij","ХК","KK","3008"
"1296","Амурск","Amursk","Ам","Am","3008"
"1297","Бикин","Bikin","Би","Bi","3008"
"1299","Николаевск-на-Амуре","Nikolaevsk-na-Amure","НА",\N,"3008"
"1300","Советская Гавань","Sovetskaja Gavan","СГ","SG","3008"
"1301","Вяземский","Vjazemskij","Вя","Vj","3008"
"1302","Амурская","Amurskaja","АО","AO","3008"
"1303","Благовещенск","Blagoveshchensk","Бг","Bg","3003"
"1304","Райчихинск","Rajchikhinsk","Ра","Ra","3008"
"1305","Белогорск","Belogorsk","Бе","Be","3008"
"1306","Зея","Zeja","Зе","Ze","3008"
"1307","Свободный","Svobodnyj","Св","Sv","3008"
"1308","Тында","Tynda","Ты","Ty","3008"
"1309","Шимановск","Shimanovsk","Ши","Sh","3008"
"1310","Завитинск","Zavitinsk","За","Za","3008"
"1311","Сковородино","Skovorodino","Ск","Sk","3008"
"1312","Архангельская","Arkhangelskaja","АО","AO","3002"
"1314","Мирный","Mirnyj","Ми","Mi","3002"
"1317","Коряжма","Korjazhma","Кр","Kr","3002"
"1318","Вельск","Velsk","Ве","Ve","3002"
"1319","Каргополь","Kargopol","Ка","Ka","3002"
"1321","Сольвычегодск","Solvychegodsk","Со","So","3002"
"1322","Мезень","Mezen","Ме","Me","3002"
"1323","Няндома","Njandoma","Ня","Nj","3002"
"1324","Онега","Onega","Он","On","3002"
"1325","Шенкурск","Shenkursk","Ше","Sh","3002"
"1326","Астраханская","Astrakhanskaja","АО","AO","3004"
"1328","Знаменск","Znamensk","Зн","Zn","3004"
"1329","Ахтубинск","Akhtubinsk","Ах","Ak","3004"
"1330","Камызяк","Kamyzjak","Ка","Ka","3004"
"1331","Нариманов","Narimanov","На","Na","3004"
"1332","Харабали","Kharabali","Ха","Kh","3004"
"1333","Белгородская","Belgorodskaja","БО","BO","3001"
"1335","Старый Оскол","Staryj Oskol","СО","SO","3001"
"1336","Шебекино","Shebekino","Ше","Sh","3001"
"1337","Губкин","Gubkin","Гу","Gu","3001"
"1338","Алексеевка","Alexeevka","Ал","Al","3001"
"1339","Валуйки","Valujki","Ва","Va","3001"
"1340","Грайворон","Grajvoron","Гр","Gr","3001"
"1341","Короча","Korocha","Ко","Ko","3001"
"1342","Бирюч","Birjuch","Би","Bi","3001"
"1343","Новый Оскол","Novyj Oskol","НО","NO","3001"
"1344","Строитель","Stroitel","Ст","St","3001"
"1345","Брянская","Brjanskaja","БО","BO","3001"
"1346","Брянск","Brjansk","Бр","Br","3001"
"1347","Сельцо","Selco","Се","Se","3001"
"1348","Клинцы","Klincy","Кл","Kl","3001"
"1350","Дятьково","Djatkovo","Дя","Dj","3001"
"1351","Фокино","Fokino","Фо","Fo","3001"
"1352","Жуковка","Zhukovka","Жу","Zh","3001"
"1354","Карачев","Karachev","Ка","Ka","3001"
"1355","Мглин","Mglin","Мг","Mg","3001"
"1356","Почеп","Pochep","По","Po","3001"
"1357","Севск","Sevsk","Св","Sv","3001"
"1358","Стародуб","Starodub","Ст","St","3001"
"1359","Сураж","Surazh","Су","Su","3001"
"1360","Трубчевск","Trubchevsk","Тр","Tr","3001"
"1361","Унеча","Unecha","Ун","Un","3001"
"1362","Владимирская","Vladimirskaja","ВО","VO","3001"
"1365","Гусь-Хрустальный","Gus-Khrustalnyj","ГХ","GK","3001"
"1367","Муром","Murom","Му","Mu","3001"
"1368","Александров","Alexandrov","Ал","Al","3001"
"1369","Карабаново","Karabanovo","Ка","Ka","3001"
"1370","Струнино","Strunino","Ст","St","3001"
"1371","Вязники","Vjazniki","Вя","Vj","3001"
"1372","Гороховец","Gorokhovec","Го","Go","3001"
"1373","Курлово","Kurlovo","Ку","Ku","3001"
"1374","Камешково","Kameshkovo","Км","Km","3001"
"1375","Киржач","Kirzhach","Ки","Ki","3001"
"1376","Кольчугино","Kolchugino","Кл","Kl","3001"
"1377","Меленки","Melenki","Ме","Me","3001"
"1378","Петушки","Petushki","Пе","Pe","3001"
"1379","Костерево","Kosterevo","Ко","Ko","3001"
"1380","Покров","Pokrov","По","Po","3001"
"1381","Собинка","Sobinka","Со","So","3001"
"1382","Лакинск","Lakinsk","Ла","La","3001"
"1383","Судогда","Sudogda","Сд","Sd","3001"
"1384","Суздаль","Suzdal","Су","Su","3001"
"1385","Юрьев-Польский","Jurjev-Polskij","ЮП","JP","3001"
